试卷类别,Egs对应标签题型,题型,基本题型,Directions材料题干,选项与解析,正确答案解析,选项是否随机出现,是否依赖上级父题目,子题目是否可以随机出现
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following writings is NOT the work of Charles Dickens?","<i>A Tale of Two Cities</i>._|_<i>Hard Times</i>. _|_<i>Oliver Twist</i>._|_<i>Sons and Lovers</i>.,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following novels is NOT a stream-of-consciousness novel?","<i>Pilgrimage</i>._|_<i>Ulysses</i>._|_<i>Mrs. Dalloway</i>._|_<i>Tess of the D'Urbervilles</i>.,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Who is the author of the work <i>The Grapes of Wrath</i>?","John Steinbeck._|_Eugene O'Neil._|_F. Scott Fitzgerald._|_Theodore Dreiser. ,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","What causes the ambiguity of the sentence ""I like Mary better than Jane""?","Vocabulary._|_Situation._|_Structure._|_None of the others.,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Linguistics is the ________ study of language.","grammatical_|_phonological_|_syntactic_|_scientific,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Affixes added to the end of words to indicate grammatical relationships are known as ________. ","bound roots_|_free morphemes_|_inflectional morphemes_|_derivational affixes,2","","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The ringing bells ________ the news of the birth of the prince.","announced_|_declared_|_proclaimed_|_asserted,2","四个选项均含有把某一事件或新闻公开的意思，但存在细微差别。announce 意为“宣告，宣称，宣布”，几乎专指公众的或官方的言论，这些言论可以通过任何宣称方式来宣布，内容可以是权威性的，也可以是知识性的，如：announce the news/engagement that…；declare 意为“宣布，声称”，可以指有力或直率的断言，也可以指正式而明确地宣布或声明某一事件的发生，强调权威性的言辞，主语通常是人或国家， 如：He/Russia thereupon declared war upon Turkey；proclaim 与declare 的意思最为接近，表示一个经过考虑的和明确的决定或判断，常指官方当局正
式宣布某件事情，极为庄重，其主语可以是人也可以是物，如：The people proclaimed the young prince king.（人们宣称年轻的王子为国王）/ The state of his clothes proclaimed his poverty.（他的穿着表明了他的贫穷）；assert 也指公开而明确地宣称、声称或公布
某事，但常常含有证据不足的意味，表示有时虽有证据，但其言不够确切，而声明人却相信或断言他是正确的。根据上述辨析，结合句意：鸣钟宣告了王子诞生的消息，可判断proclaim 为正确答案。","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The capital of New Zealand is ________.","Canberra_|_Ottawa_|_Wellington _|_Vancouver,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is a UK news agency?","Reuters._|_Tass News Agency._|_AFP News Agency._|_The Associated Press.,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The US government falls into three branches: the legislative, ________and the judicial. ","the representative_|_the democratic_|_the executive_|_the Parliament,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The official language(s) of Canada is (are) ________.","English_|_French _|_Spanish _|_both English and French,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The author of <i>The Great Gatsby</i> is ________, who is best known for his novels and short stories.","Ernest Hemingway_|_Sinclair Lewis _|_F. Scott Fitzgerald _|_Jack London,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following does not belong to Shakespeare's great comedies?","<i>Twelfth Night</i>._|_<i>As You Like It</i>._|_<i>The King Lear</i>. _|_<i>The Merchant of Venice</i>.,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","George Gordon Byron was famous for the following works except ________.","<i>Child Harold's Pilgrimage</i>_|_<i>Queen Mab</i>_|_<i>Hours of Idleness</i>_|_<i>Don Juan</i>,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following words is formed by blending?","Disco._|_Laser._|_Motel._|_AIDS.,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The specialized or technical language of a trade, profession, or similar group is called ________.","slang_|_idiom_|_jargon_|_proverb,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Transformational-generative grammar (TG) is ________'s great contribution to linguistics development.","Saussure_|_Halliday _|_Bloomfield_|_Chomsky,3","","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Although the Senate can ________ a member for certain crimes, it has almost never been done.","compel_|_dispel_|_repel_|_expel,3","句中要表达“开除一个有罪的成员”，四个选项中expel 意为“驱逐, 开除”，后面常接人作宾语，符合句意；最大的干扰项dispel 意为“驱散,驱逐，使消散”，后面常接doubts，fears 等抽象名词作宾语，强调使减弱，使散开；compel 意为“强迫, 迫使”；repel 意为“击退，驱除；使厌恶，使反感”。","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The two large islands that make up the British Isles are ________.","Scotland and Ireland_|_Britain and Scotland_|_Great Britain and Northern Ireland_|_Great Britain and Ireland,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Britain's longest rivers are ________.","the Severn and the Clyde_|_the Thames and the Clyde_|_the Clyde and the Humber _|_the Severn and the Thames,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Canada is a federation of ________ provinces and ________ territories.","six/two _|_eight/four_|_ten/three_|_twelve/four,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","In the Civil War, Lincoln issued the famous ________.","the Bill of Rights_|_the Federalist Papers_|_the Emancipation Proclamation _|_the Declaration of Independence,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The ""Lost Generation"" refers to those who ________.","are morally lost and aimless in life_|_are physically and spiritually impotent _|_are expatriates_|_homeless,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","________ is a dramatist who holds the central position in American modernistic period.","Sinclair Lewis_|_Eugene O' Neill_|_Arthur Miller_|_Tennessee Williams,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is not one of the Bronte Sisters?","Charlotte Bronte._|_Anne Bronte._|_Jenny Bronte._|_Emily Bronte.,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","As modern linguistics aims to describe and analyze the language people actually use, and not to lay down rules for ""correct"" linguistic behavior, it is said to be ________.","prescriptive_|_socio-linguistic _|_descriptive_|_psycholinguistic,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The morpheme ""vision"" in the common word ""television"" is a(n)________.","bound morpheme_|_bound form_|_inflectional morpheme_|_free morpheme,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The branch of linguistics that studies how context influences the way speakers interpret sentences is called ________.","semantics_|_pragmatics_|_socio-linguistics_|_psycholinguistics,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The English Channel separates the islands of Great Britain from ________.","Denmark _|_Belgium_|_France  _|_the Netherlands,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which state ranks the first of all the states in America in the aspect of production?","New York_|_Mississippi_|_Washington_|_California,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Who is the Head of State in Australia?","The Prime Minister_|_The President_|_Elizabeth Ⅱ_|_The leader of the majority party,2","","0","0","2"
